name,released,genres,platforms,rating,metacritic,ratings_count
Taiko no Tatsujin: The Drum Master!,2022-01-27,Arcade,"PC, Xbox One, Xbox Series S/X",0.0,,1
Death Relives,2023-05-10,"Indie, Shooter, Adventure, Action","PC, PlayStation 5",0.0,,1
Under The Warehouse,2022-03-23,Adventure,"PC, Nintendo Switch",0.0,,1
Suguru Nature,2020-11-13,Puzzle,Nintendo Switch,0.0,,2
Baron: Fur Is Gonna Fly,2020-03-04,Indie,"PC, PlayStation 4, Xbox One, Nintendo Switch",0.0,,0
Luxar,2020-05-21,,Nintendo Switch,0.0,,0
Gunbrick: Reloaded,2020-04-09,"Casual, Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,74.0,1
Apex Legends - Mayhem Pack,2021-02-11,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,2
Apex Legends - Legacy Pack,2021-05-13,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Bridge! 3,2020-04-08,"Casual, Indie, Simulation","PC, Nintendo Switch, iOS",0.0,,0
Dezatopia,2020-01-23,"Indie, Action","PC, Nintendo Switch, macOS, Linux",0.0,,0
Ciel Fledge: A Daughter Raising Simulator,2020-02-21,,Nintendo Switch,0.0,,0
Arcade Archives XX MISSION,2020-01-23,,"PlayStation 4, Nintendo Switch",0.0,,0
Winning Post 10,2023-03-30,Racing,"PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,0
Outward: The Adventurer Bundle,2021-05-18,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,1
Fashion Dreamer,2023-11-03,"Casual, Simulation",Nintendo Switch,0.0,,0
Dead Cells: The Bad Seed,2020-02-11,Platformer,"PC, Nintendo Switch",0.0,,0
Ninja JaJaMaru: The Great Yokai Battle + Hell,2022-05-11,Action,"PC, PlayStation 4, Nintendo Switch",0.0,,0
Kemono Heroes,2020-02-27,"Indie, Adventure, Action","PC, Nintendo Switch",0.0,,2
Dots 8,2020-06-12,"Strategy, Puzzle",Nintendo Switch,0.0,,0
SELF: Where's my father,2021-03-12,Adventure,"PC, Xbox One, Nintendo Switch",0.0,,1
Mofu Mofu Sensen,2022-06-16,Fighting,Nintendo Switch,0.0,,0
Arcade Archives THE TIN STAR,2020-04-02,,"PlayStation 4, Nintendo Switch",0.0,,0
Yomi Wo Saku Hana,2020-06-11,RPG,"Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
Apex Legends - Emergence Pack,2021-08-12,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Skull Rogue,2020-02-04,"Indie, Adventure, Action","PC, Nintendo Switch",0.0,,0
Skeljump,2023-07-25,"Action, Puzzle","Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Haunted House (2023),2023-10-12,"Family, Adventure, Action","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch",0.0,,0
SEGA AGES Sonic The Hedgehog 2,2020-02-20,,Nintendo Switch,0.0,,0
Monster Menu - The Scavenger's Cookbook,2023-05-23,"Strategy, RPG","PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,0
Robolifter,2022-11-25,"Action, Puzzle","Xbox One, PlayStation 4, Xbox Series S/X",0.0,,1
Arcade Archives THE ASTYANAX,2021-05-06,"Platformer, Action","PlayStation 4, Nintendo Switch",0.0,,0
Tanuki Justice,2020-12-10,"Platformer, Adventure, Action","PC, PlayStation 4, Nintendo Switch",0.0,,2
Pokémon Scarlet/Pokémon Violet: The Hidden Treasure of Area Zero,2023-02-27,"Adventure, RPG",Nintendo Switch,0.0,,0
Half Past Fate: Romantic Distancing,2021-02-14,"Casual, Indie","PC, Nintendo Switch, macOS",0.0,55.0,0
Another Tomorrow,2022-02-12,"Indie, Adventure, Puzzle","PC, Nintendo Switch, iOS, macOS",0.0,,2
Heaven Dust Collection,2023-02-02,"Indie, Adventure, Action, RPG",Nintendo Switch,0.0,,0
Valfaris & Slain Double Pack,2020-04-16,,"Xbox One, Nintendo Switch",0.0,,0
Ultra Kaiju Monster Rancher,2022-10-19,RPG,Nintendo Switch,0.0,,1
Everyday♪ Today's Menu for the Emiya Family,2021-06-02,"Casual, Family",Nintendo Switch,0.0,,0
Momotaro Dentetsu World: Chikyuu wa Kibou de Mawatteru!,2023-11-16,"Casual, Board Games",Nintendo Switch,0.0,,0
Sentry Paragon,2023-02-25,"Shooter, Action","Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Webgeon Speedrun Edition,2022-08-15,"Platformer, Action","Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Psikyo Shooting Stars Alpha,2020-01-21,,Nintendo Switch,0.0,,0
Lonely Mountains: Downhill - Redmoor Falls,2022-11-17,"Racing, Indie, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,0
Dead by Daylight - Portrait of a Murder,2021-11-30,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Slither Loop,2020-10-30,Puzzle,Nintendo Switch,0.0,,1
Shikaku Shapes,2020-12-18,Puzzle,Nintendo Switch,0.0,,1
20 Ladies,2021-11-19,"Platformer, Action, Puzzle",Nintendo Switch,0.0,,0
Pui Pui Molcar Let’s! Molcar Party!,2021-12-16,Board Games,Nintendo Switch,0.0,,0
Tennis 1920s,2020-06-30,,Nintendo Switch,0.0,,0
Vitamin Connection,2020-02-20,"Family, Adventure, Action",Nintendo Switch,0.0,80.0,1
Trophy,2021-01-04,"Platformer, Action","PC, Xbox One, Nintendo Switch, NES",0.0,57.0,1
Kakurasu World,2020-10-23,Puzzle,Nintendo Switch,0.0,,1
SEGA AGES Shinobi,2020-01-23,,Nintendo Switch,0.0,,0
Piano,2020-05-15,,Nintendo Switch,0.0,,1
Puzzle & Dragons GOLD,2020-01-14,,Nintendo Switch,0.0,,0
Dead by Daylight - Descend Beyond,2020-09-08,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Taiko no Tatsujin The Drum Master!,2022-01-27,Arcade,"PC, Xbox One, Xbox Series S/X",0.0,78.0,0
Arcade Archives TUBE PANIC,2020-04-23,Shooter,"PlayStation 4, Nintendo Switch",0.0,,0
Slayin 2,2020-05-07,"Indie, Action","PC, Nintendo Switch",0.0,,1
Tonari ni Kanojo no Iru Shiawase ~Curious Queen~,2020-10-29,Adventure,"PlayStation 5, PlayStation 4",0.0,,0
Apex Legends - Gibraltar Edition,2021-02-16,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,2
Bike Courier: Bistro Express Delivery,2023-12-21,"Racing, Strategy, Simulation",Nintendo Switch,0.0,,1
Arcvened,2023-09-17,Arcade,"PC, PlayStation 5, PlayStation 4, iOS, Android",0.0,,0
C-Smash VRS,2023-06-23,Sports,PlayStation 5,0.0,,1
Winning Post 9 (2021),2021-04-15,"Racing, Simulation, Sports","PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,0
"Time Of War, Arkano'90",2023-07-07,"Shooter, Action, Simulation","PlayStation 5, Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Pokémon Scarlet and Violet: The Hidden Treasure of Area Zero - Part 1: The Teal Mask,2023-09-13,"Adventure, RPG",Nintendo Switch,0.0,,1
Pixboy,2020-06-11,"Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,,0
FUR Squadron,2022-12-30,"Shooter, Adventure, Action","PC, Nintendo Switch",0.0,,0
The Forest Cathedral,2023-03-14,"Indie, Adventure","PC, PlayStation 5, Xbox Series S/X",0.0,,0
Robox for Nintendo Switch,2020-04-22,"Arcade, Action, Fighting, Sports",Nintendo Switch,0.0,,0
BATTLESLOTHS,2020-02-24,,Nintendo Switch,0.0,,0
SYNAPTIC DRIVE,2020-05-28,Action,"PC, Nintendo Switch",0.0,,0
Apex Legends - Mirage Edition,2021-05-18,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Kemco Rpg Omnibus,2020-01-03,RPG,Nintendo Switch,0.0,,0
Numolition,2023-03-16,"Educational, Action, Puzzle, Strategy, Arcade, Indie",Nintendo Switch,0.0,,1
Link-a-Pix Deluxe,2020-01-02,"Family, Puzzle","Nintendo Switch, PS Vita",0.0,,1
Arcade Archives RADICAL RADIAL,2020-05-14,"Shooter, Action","PlayStation 4, Nintendo Switch",0.0,,0
Water Balloon Mania,2020-05-15,"Casual, Family, Puzzle","PlayStation 4, Nintendo Switch",0.0,,0
Arcade Archives SASUKE VS COMMANDER,2020-02-13,,"PlayStation 4, Nintendo Switch",0.0,,0
Asdivine Collection,2021-10-05,RPG,Nintendo Switch,0.0,,0
Super Ninja Miner,2023-03-08,"Action, Puzzle","PC, Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
OlliOlli World: Finding the Flowzone,2022-11-02,"Indie, Action, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Tip Top: Don't fall!,2022-09-28,Sports,"Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Pokémon Scarlet and Violet: The Hidden Treasure of Area Zero - Part 2: The Indigo Disk,2023-12-14,"Adventure, RPG",Nintendo Switch,0.0,,1
Lonely Mountains: Downhill - Misty Peak,2022-05-23,"Racing, Indie, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,0
Lonely Mountains: Downhill - Riley's Return,2021-12-15,"Racing, Indie, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,0
BLINNK and the Vacuum of Space,2023-01-17,"Casual, Indie, Adventure, Simulation","PC, PlayStation 5",0.0,,1
OlliOlli World: VOID Riders,2022-06-15,"Indie, Action, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Fly The Bird,2021-04-03,"Indie, Arcade",Nintendo Switch,0.0,,1
Station 117,2022-11-23,"Adventure, Puzzle","PC, Nintendo Switch, iOS, macOS",0.0,,1
Incoherence,2022-06-30,"Adventure, Puzzle","PC, Nintendo Switch, iOS, Android, macOS",0.0,,0
Deep Diving Adventures,2020-03-16,"Educational, Adventure, Sports",Nintendo Switch,0.0,,0
SEGA AGES Puyo Puyo 2,2020-02-20,,Nintendo Switch,0.0,,0
Sudoku Relax 4 Winter Snow,2020-02-20,,Nintendo Switch,0.0,,0
Ceilless,2021-08-22,"Action, Puzzle, Casual, Platformer, Indie","PC, Nintendo Switch, macOS, Linux, Web",0.0,,1
Tokimeki Memorial Girl's Side: 4th Heart,2021-10-28,Casual,Nintendo Switch,0.0,,0
Apex Legends – Defiance Pack,2022-02-17,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,1
River City Ransom (2020),2020-04-16,Action,"Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
Arcade Archives NAUGHTY BOY,2020-06-04,Action,"PlayStation 4, Nintendo Switch",0.0,,0
Ratyboy Adventures,2023-03-30,Adventure,"Xbox One, Nintendo Switch",0.0,,0
Hexon,2020-02-07,"Casual, Indie, Puzzle","PC, Nintendo Switch, macOS",0.0,,0
Go Minimal,2022-01-21,"Strategy, Puzzle",Nintendo Switch,0.0,,0
Sea of Thieves - Legend of Monkey Island,2023-07-20,"Massively Multiplayer, Adventure, Action","PC, Xbox One, Xbox Series S/X",0.0,,1
Overwatch 2 - Starter Pack: Season Two,2022-12-06,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
Utawarerumono: ZAN 2,2021-07-22,"Action, RPG","PlayStation 5, PlayStation 4",0.0,,2
PAKO Caravan,2020-09-08,"Casual, Racing, Indie","PC, Nintendo Switch, iOS, macOS, Linux",0.0,,1
.dog,2021-11-06,"Indie, Platformer, Adventure, Action",Nintendo Switch,0.0,,0
Dead by Daylight - Hellraiser,2021-09-07,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Rogue Robots,2020-06-12,"Indie, Action","PC, Nintendo Switch",0.0,,0
Baten Kaitos I and II HD Remaster,2023-09-14,RPG,"PC, Nintendo Switch",0.0,,0
TaniNani,2020-01-23,"Indie, Puzzle","PC, Nintendo Switch, macOS, Linux",0.0,,0
SYNESTHESIA,2023-06-20,Adventure,"PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",0.0,,0
"Disney Classic Games Collection: The Jungle Book, Aladdin, y The Lion King",2021-12-03,Adventure,"PlayStation 4, Nintendo Switch",0.0,,1
Blood Breed,2020-02-21,,Nintendo Switch,0.0,,1
Dead By Daylight - Silent Hill,2020-06-16,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
BURAIGUN GALAXY STORM,2021-08-12,Shooter,Nintendo Switch,0.0,,0
B.Ark,2021-07-29,"Indie, Arcade, Action","PC, Nintendo Switch",0.0,,0
Arcade Archives Wiz,2020-06-25,Action,"PlayStation 4, Nintendo Switch",0.0,,0
Glass Masquerade Double Pack,2020-06-11,,"Xbox One, Nintendo Switch",0.0,,0
Apex Legends – Saviors Pack,2022-05-19,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,1
MADORIS R,2020-02-27,,Nintendo Switch,0.0,,1
DC Super Hero Girls: Teen Power,2021-06-04,"Adventure, Action",Nintendo Switch,0.0,66.0,0
Touchdown Pinball,2020-01-31,Simulation,"PC, Nintendo Switch",0.0,,0
Peachy Boy,2023-01-20,"Platformer, Indie, Puzzle","Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Gotta Protectors: Cart of Darkness,2022-04-14,"Arcade, Action",Nintendo Switch,0.0,,1
Monochrome World,2020-05-07,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
Z defense,2022-06-08,"Casual, Action","Nintendo Switch, iOS",0.0,,0
Planetary Defense Force,2020-01-15,"Strategy, Indie, Action","PC, Nintendo Switch",0.0,,0
Dead by Daylight - Killer Expansion Pack,2021-06-15,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Dead by Daylight - Chains of Hate,2020-03-10,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Tower of Babel - no mercy,2020-02-21,,Nintendo Switch,0.0,,0
Rocket Rabbit - Coin Race,2020-04-10,,Nintendo Switch,0.0,,0
Being Stronger While Playing! SilverStar Go DX,2020-06-25,,Nintendo Switch,0.0,,0
Poopdie - Chapter One,2020-06-25,,Nintendo Switch,0.0,,0
Rover Wars,2020-04-17,"Casual, Strategy, Indie, Action","PC, Nintendo Switch, macOS, Linux",0.0,,0
Magicolors,2020-04-16,"Casual, Indie","PC, Nintendo Switch, macOS",0.0,,0
Animal Fun for Toddlers and Kids,2020-04-23,,Nintendo Switch,0.0,,0
SEGA AGES G-LOC AIR BATTLE,2020-04-30,,Nintendo Switch,0.0,,0
Travel Mosaics 3: Tokyo Animated,2020-05-12,,Nintendo Switch,0.0,,0
Shmup Collection,2020-05-14,,Nintendo Switch,0.0,,0
Discmaster,2020-05-18,,Nintendo Switch,0.0,,0
Food Truck Tycoon - Asian Cuisine,2020-05-29,,Nintendo Switch,0.0,,0
Pinball Lockdown,2020-04-17,"Action, Casual, Simulation, Sports, Indie","PC, Nintendo Switch",0.0,,0
Bridge Strike,2020-06-05,,Nintendo Switch,0.0,,0
PLOID SAGA,2020-06-25,"Indie, Adventure, Action","PC, Nintendo Switch",0.0,,0
Farmer Sim 2020,2020-02-25,,Nintendo Switch,0.0,,0
ARCADE FUZZ,2020-02-25,,Nintendo Switch,0.0,,0
Gerty,2020-07-06,"Indie, Action, RPG","PC, Nintendo Switch, macOS, Linux",0.0,,0
MetaChampions,2020-04-02,,Nintendo Switch,0.0,,0
Arcade Archives VS. BASEBALL,2020-06-19,,Nintendo Switch,0.0,,0
Doggie Ninja The Burning Strikers,2020-01-16,,Nintendo Switch,0.0,,0
Super Tennis (2020),2020-01-27,,Nintendo Switch,0.0,,0
Battleground,2020-01-30,"Massively Multiplayer, Action, Simulation","PC, Nintendo Switch",0.0,,0
Akuarium,2020-02-06,,Nintendo Switch,0.0,,0
LocO-SportS,2020-02-28,,Nintendo Switch,0.0,,0
Lines XL,2020-02-20,,Nintendo Switch,0.0,,0
The Copper Canyon Dixie Dash,2020-04-23,,Nintendo Switch,0.0,,0
Reknum Cheri Dreamland,2021-04-29,"Indie, Platformer, Adventure, Action","PC, Nintendo Switch",0.0,,0
Chapeau,2020-03-31,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
Voxel Pirates,2020-02-06,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
ValiDate: Struggling Singles in your Area,2022-09-29,"Indie, Adventure","Xbox One, Xbox Series S/X, Nintendo Switch",0.0,,0
Refreshing Sideways Puzzle Ghost Hammer,2020-01-20,Casual,"PC, Nintendo Switch",0.0,,0
Trailer Trashers,2020-03-26,"Indie, Action","PC, Nintendo Switch, macOS, Linux",0.0,,0
Satazius NEXT,2020-05-14,,Nintendo Switch,0.0,,0
Push the Crate 2,2020-06-18,,Nintendo Switch,0.0,,0
"Puzzles for Toddlers & Kids: Animals, Cars and more",2020-02-26,,Nintendo Switch,0.0,,0
Flight Sim 2019,2020-02-29,,Nintendo Switch,0.0,,0
Rascal Fight,2020-04-02,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
Galaxy Warfighter,2020-04-16,"Indie, Action","PC, Nintendo Switch, macOS, Linux",0.0,,0
War-Torn Dreams,2020-04-30,,Nintendo Switch,0.0,,0
夕鬼 零 Yuoni: Rises,2020-02-06,,Nintendo Switch,0.0,,0
Maitetsu:Pure Station,2020-01-16,,Nintendo Switch,0.0,,0
SmileBASIC 4,2020-04-23,,Nintendo Switch,0.0,,0
Super Holobunnies: Pause Café,2020-06-06,,Nintendo Switch,0.0,,0
Ship Sim 2020,2020-06-11,,Nintendo Switch,0.0,,0
Roulette at Aces Casino,2020-06-12,,Nintendo Switch,0.0,,0
Unitied,2020-06-25,,Nintendo Switch,0.0,,0
Video Poker @ Aces Casino,2020-03-12,,Nintendo Switch,0.0,,0
World Splitter,2021-04-21,"Adventure, Action, Puzzle, Casual, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
Destrobots,2020-06-18,,Nintendo Switch,0.0,,0
SEGA AGES Fantasy Zone,2020-01-23,,Nintendo Switch,0.0,,0
Silent World (itch),2020-02-04,,"PC, Nintendo Switch",0.0,,0
GRISAIA PHANTOM TRIGGER 01&02,2020-06-25,,Nintendo Switch,0.0,,0
SNACK WORLD: THE DUNGEON CRAWL — GOLD,2020-02-14,,Nintendo Switch,0.0,,0
Dead by Daylight - Survivor Expansion Pack,2021-06-15,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Dead by Daylight - Sadako Rising,2022-03-08,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Working Zombies,2020-06-18,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
Dead by Daylight - All-Kill,2021-03-30,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
MATCH,2020-06-04,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
The Last Hope - Dead Zone Survival,2023-06-30,"Shooter, Action",Nintendo Switch,0.0,,1
One Way Heroics Plus,2020-06-18,,Nintendo Switch,0.0,,0
Winning Post 9 (2020),2020-03-11,"Racing, Simulation, Sports","PC, PlayStation 4, Nintendo Switch",0.0,,0
Untitled Carnivores Game (2022),2022-12-18,"Shooter, Adventure, Action, Sports","PC, PlayStation 5, Xbox One",0.0,,0
Dual Brain Vol.2: Reflex,2020-01-23,,Nintendo Switch,0.0,,0
Dual Brain Vol.3: Shapes,2020-02-27,,Nintendo Switch,0.0,,0
UORiS DX,2020-01-30,,Nintendo Switch,0.0,,0
I am Ball,2020-03-04,,Nintendo Switch,0.0,,0
Jet Ski Rush,2020-05-08,,Nintendo Switch,0.0,,0
Armed 7 DX,2020-05-14,,Nintendo Switch,0.0,,0
City Driving Simulator,2020-06-26,,Nintendo Switch,0.0,,0
Otherworldly,2020-02-21,,Nintendo Switch,0.0,,0
Arcade Archives VS. MAH-JONG,2020-02-21,,Nintendo Switch,0.0,,0
Animal Pairs - Matching & Concentration Game for Toddlers & Kids,2020-06-04,,Nintendo Switch,0.0,,0
Sea King Hunter,2020-01-09,,Nintendo Switch,0.0,,0
CRAYON SHINCHAN The Storm Called FLAMING KASUKABE RUNNER!!,2020-01-14,,Nintendo Switch,0.0,,0
Jurassic Excite,2020-01-16,,Nintendo Switch,0.0,,0
Poly Puzzle,2020-03-12,,Nintendo Switch,0.0,,0
Video Poker at Aces Casino,2020-03-12,,Nintendo Switch,0.0,,0
Frosty Jump,2020-03-19,,Nintendo Switch,0.0,,0
Arcade Archives VS. WRECKING CREW,2020-05-01,,Nintendo Switch,0.0,,0
Skelly Selest & Straimium Immortaly Double Pack,2020-05-21,,"Xbox One, Nintendo Switch",0.0,,0
Firefighters - Airport Heroes,2020-06-11,Simulation,"PC, Nintendo Switch",0.0,,0
Feathery Ears,2020-05-08,,Nintendo Switch,0.0,,0
War Of Stealth - assassin,2021-04-22,"Adventure, Action",Nintendo Switch,0.0,,0
Bamerang: Warm-Up Duel,2021-04-22,"Casual, Indie, Action","PC, Nintendo Switch",0.0,,0
Playstation VR2,2023-02-22,Simulation,PlayStation 5,0.0,,0
Dead by Daylight - Resident Evil,2021-06-15,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Dead by Daylight - A Binding of Kin,2020-12-01,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,0
Speedway Racing,2020-02-14,"Racing, Simulation, Sports","PC, Nintendo Switch",0.0,,0
Returnal: Ascension,2022-03-22,Shooter,PlayStation 5,0.0,,1
Pack Master,2020-06-11,"Casual, Indie, RPG, Simulation","PC, Nintendo Switch",0.0,,0
Quadratank,2022-11-11,Arcade,"PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,0
Arcade Archives: The Tower of Druaga,2022-06-02,"Action, RPG","PlayStation 4, Nintendo Switch",0.0,,0
About an Elf,2022-02-10,"Adventure, RPG, Puzzle, Casual, Indie","PC, Nintendo Switch",0.0,,0
My Bewitching Perfume,2020-07-01,,Nintendo Switch,0.0,,0
Ego Protocol: Remastered,2020-02-21,,Nintendo Switch,0.0,,0
SAMURAI SHODOWN (2020),2020-02-25,,Nintendo Switch,0.0,,0
Frozen Friends,2020-02-28,,Nintendo Switch,0.0,,0
Travel Mosaics 2: Roman Holiday,2020-03-16,,Nintendo Switch,0.0,,0
Tennis Open 2020,2020-03-19,,Nintendo Switch,0.0,,0
Beyond Enemy Lines: Essentials,2020-03-19,,Nintendo Switch,0.0,,0
Tower Inferno,2020-02-26,,Nintendo Switch,0.0,,0
